"All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,,,,,,,
Bottom Dollar,Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Rapid Hit, Feeding Frenzy, Subsistence, Outlaw","Rampage, Multikill Clip, Explosive Payload, Demolitionist",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag","Rapid Hit, Rangefinder, Surplus, Killing Wind","Explosive Payload, Opening Shot, Eye of the Storm",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag","Rapid Hit, Rangefinder, Surplus, Killing Wind","Explosive Payload, Opening Shot, Eye of the Storm",Handling or Range,"mkb,pvp"
,,,,,,,
Finite Impactor,Arc,"Fastdraw HCS, Steadyhand HCS, Truesight HCS","Armor-Piercing Rounds, Appended Mag, Extended Mag","Slideways, Heating Up","Multikill Clip, One for All",Reload,"mkb,controller,pve"
,,"Steadyhand HCS, Fastdraw HCS","Ricochet Rounds, High-Caliber Rounds","Firmly Planted, Killing Wind, Under Pressure","Iron Grip, Eye of the Storm, Elemental Capacitor",Handling or Stability,"controller,pvp"
,,"Fastdraw HCS, Truesight HCS","High-Caliber Rounds, Ricochet Rounds","Firmly Planted, Killing Wind, Under Pressure","Iron Reach, Eye of the Storm, Elemetal Capacitor",Handling or Range,"mkb,pvp"
,,,,,,,
Igneous Hammer,Solar,"Fluted Barrel, Smallbore, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Rapid Hit, Subsistence,Outlaw","Rampage, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Rapid Hit, Quickdraw, Killing Wind","Opening Shot, Snapshot Sights, Moving Target",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Rapid Hit, Quickdraw, Killing Wind","Opening Shot, Snapshot Sights, Moving Target",Handling or Range,"mkb,pvp"
,,,,,,,
Igneous Hammer (Adept),Solar,"Fluted Barrel, Smallbore, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Rapid Hit, Subsistence,Outlaw","Rampage, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Rapid Hit, Quickdraw, Killing Wind","Opening Shot, Snapshot Sights, Moving Target",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Rapid Hit, Quickdraw, Killing Wind","Opening Shot, Snapshot Sights, Moving Target",Handling or Range,"mkb,pvp"
,,,,,,,
IKELOS_HC_v1.0.2,Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Seraph Rounds, Tactical Mag, Appended Mag","Subsistence, Triple Tap","Vorpal Weapon, Rampage, Disruption Break",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Seraph Rounds, Accurized Rounds","Threat Detector, Slideways","Eye of the Storm, High-Impact Reserves",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Seraph Rounds, Accurized Rounds","Threat Detector, Slideways","Eye of the Storm, High-Impact Reserves",Handling or Range,"mkb,pvp"
,,,,,,,
Nation of Beasts,Arc,"Fluted Barrel, Smallbore, Corkscrew Rifling","Tactical Mag, Extended Mag","Outlaw, Ambitious Assassin","Explosive Payload, Rampage, Kill Clip",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag",Opening Shot,"Explosive Payload, Kill Clip",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag",Opening Shot,"Explosive Payload, Kill Clip",Handling or Range,"mkb,pvp"
,,,,,,,
Nature of the Beast,Arc,"Fastdraw HCS, Steadyhand HCS, Truesight HCS","Tactical Mag, Appended Mag, Extended Mag",Subsistence,"Vorpal Weapon, Demolitionist, Dragonfly",Reload,"mkb,controller,pve"
,,"Steadyhand HCS, Fastdraw HCS","Accurized Rounds, Tactical Mag","Quickdraw, Snapshot Sights","Rangefinder, Vorpal Weapon, Demolitionist",Handling or Stability,"controller,pvp"
,,"Fastdraw HCS, Truesight HCS","Accurized Rounds, Tactical Mag","Quickdraw, Snapshot Sights","Rangefinder, Vorpal Weapon, Demolitionist",Handling or Range,"mkb,pvp"
,,,,,,,
Posterity,Arc,"Fluted Barrel, Smallbore, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Reconstruction, Rapid Hit, Feeding Frenzy","Rampage, Demolitionist, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag","Killing Wind, Reconstruction, Rapid Hit","Opening Shot, Demolitionist",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag","Killing Wind, Reconstruction, Rapid Hit","Opening Shot, Demolitionist",Handling or Range,"mkb,pvp"
,,,,,,,
The Palindrome,Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Overflow, Subsistence, Bottomless Grief, Outlaw","One for All, Thresh, Rampage, High-Impact Reserves",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Range,"mkb,pvp"
,,,,,,,
The Palindrome (Adept),Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Overflow, Subsistence, Bottomless Grief, Outlaw","One for All, Thresh, Rampage, High-Impact Reserves",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Range,"mkb,pvp"
,,,,,,,
Waking Vigil,Arc,"Fastdraw HCS, Steadyhand HCS, Truesight HCS","Armor-Piercing Rounds, Appended Mag, Extended Mag","Rapid Hit, Outlaw, Surplus","Kill Clip, Vorpal Weapon, Dragonfly, Disruption Break",Reload,"mkb,controller,pve"
,,"Steadyhand HCS, Fastdraw HCS","Ricochet Rounds, High-Caliber Rounds","Rangefinder, Rapid Hit, Killing Wind","Opening Shot, Snapshot Sights, Kill Clip",Handling or Stability,"controller,pvp"
,,"Fastdraw HCS, Truesight HCS","High-Caliber Rounds, Ricochet Rounds","Rangefinder, Rapid Hit, Killing Wind","Opening Shot, Snapshot Sights, Kill Clip",Handling or Range,"mkb,pvp""All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
Corsair's Wrath,Solar,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Outlaw, No Distractions, Pulse Monitor","High-Impact Reserves, Demolitionist, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target, Killing Wind","Quickdraw, High-Impact Reserves, Unrelenting",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target, Killing Wind","Quickdraw, High-Impact Reserves, Unrelenting",Charge Time,"mkb,pvp"
,,,,,,,
Reeds Regret,Stasis,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Triple Tap, Clown Cartridge, Surplus","Vorpal Weapon, Firing Line",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"mkb,pvp"
,,,,,,,
Reeds Regret (Adept),Stasis,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Triple Tap, Clown Cartridge, Surplus","Vorpal Weapon, Firing Line",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"mkb,pvp"
,,,,,,,
Tarantula,Arc,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Field Prep, Feeding Frenzy, Pulse Monitor","Dragonfly, Wellspring, Box Breathing",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target","Snapshot Sights, Rampage",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target","Snapshot Sights, Rampage",Charge Time,"mkb,pvp"
,,,,,,,
Threaded Needle,Void,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Auto-Loading Holster, Rapid Hit, Field Prep","Vorpal Weapon, Demolitionist, Frenzy",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Rangefinder, Killing Wind",Demolitionist,Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Rangefinder, Killing Wind",Demolitionist,Charge Time,"mkb,pvp""All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
A Fine Memorial,Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds","Auto-Loading Holster, Field Prep, Subsistence","Frenzy, Demolitionist, Adrenaline Junkie, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Ricochet Rounds, High-Caliber Rounds","Quickdraw, Heating Up","Snapshot Sights, Elemental Capacitor, Demolitionist",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Heating Up, Quickdraw","Snapshot Sights, Demolitionist",Range or Handling,"mkb,pvp"
,,,,,,,
Archon's Thunder,Solar,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Field Prep, Surplus","Rampage, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Rangefinder, Killing Wind, Quickdraw","Snapshot Sights, Rampage, Iron Grip",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Rangefinder, Killing Wind, Quickdraw","Snapshot Sights, Rampage",Range or Handling,"mkb,pvp"
,,,,,,,
Avalanche,Solar,"SPO-57 Front, SLO-12 Post, SLO-10 Post","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds","Auto-Loading Holster, Subsistence, Outlaw","Vorpal Weapon, Swashbuckler, Adrenaline Junkie",Reload,"mkb,controller,pve"
,,"SPO-57 Front, SPO-28 Front, SRO-37 Ocular","Ricochet Rounds, High-Caliber Rounds","Surplus, Killing Wind, Zen Moment","Tap the Trigger, Adrenaline Junkie, Swashbuckler",Stability or Handling,"controller,pvp"
,,"SPO-57 Front, SPO-28 Front, SRO-37 Ocular","High-Caliber Rounds, Ricochet Rounds","Surplus, Killing Wind","Tap the Trigger, Adrenaline Junkie, Swashbuckler",Range or Handling,"mkb,pvp"
,,,,,,,
Commemoration,Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Reconstruction, Feeding Frenzy","Rampage, Dragonfly, Unrelenting",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Moving Target, Under Pressure, Eye of the Storm",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Moving Target, Under Pressure, Eye of the Storm",Range or Handling,"mkb,pvp"
,,,,,,,
Corrective Measure,Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Rewind Rounds, Feeding Frenzy, Demolitionist","Firefly, High-Impact Reserves, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Range or Handling,"mkb,pvp"
,,,,,,,
Corrective Measure (Timelost),Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Rewind Rounds, Feeding Frenzy, Demolitionist","Firefly, High-Impact Reserves, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Range or Handling,"mkb,pvp"
,,,,,,,
Seventh Seraph SAW,Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds","Auto-Loading Holster, Field Prep, Clown Cartridge","Firing Line, Vorpal Weapon, Disruption Break",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Ricochet Rounds, High-Caliber Rounds",Zen Moment,"Opening Shot, Elemental Capacitor",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds",Zen Moment,"Opening Shot, Elemental Capacitor",Range or Handling,"mkb,pvp"
,,,,,,,
Shattered Cypher,Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Auto-Loading Holster, Field Prep, Heating Up","Rampage, Adrenaline Junkie, Surrounded",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Under Pressure, Heating Up","Snapshot Sights, Zen Moment, Rampage",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Under Pressure, Heating Up","Snapshot Sights, Rampage",Range or Handling,"mkb,pvp"
,,,,,,,
THE SWARM,Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Outlaw, Bottomless Grief, Surplus","Vorpal Weapon, Dragonfly, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Zen Moment, Vorpal Weapon",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Vorpal Weapon",Range or Handling,"mkb,pvp"
,,,,,,,
THE SWARM (Adept),Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Outlaw, Bottomless Grief, Surplus","Vorpal Weapon, Dragonfly, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Zen Moment, Vorpal Weapon",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Vorpal Weapon",Range or Handling,"mkb,pvp"
,,,,,,,
Thermal Erosion,Solar,"Fluted Barrel, Arrowhead Brake, Smallbore","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds",Field Prep,"Demolitionist, Dragonfly, Wellspring",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Ricochet Rounds, High-Caliber Rounds","Killing Wind, Quickdraw","Tap the Trigger, Dynamic Sway Reduction, Snapshot Sights",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Killing Wind, Quickdraw","Tap the Trigger, Dynamic Sway Reduction, Snapshot Sights",Range or Handling,"mkb,pvp""All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
"All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
Chattering Bone,Kinetic,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor-Piercing Rounds, High-Caliber Rounds",Outlaw,"Rampage, High-Impact Reserves",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator, Smallbore","Ricochet Rounds, High-Caliber Rounds","Rangefinder, Outlaw","Rampage, Under Pressure",Stability or Handling,"controller,pvp"
,,"Extended Barrel, Arrowhead Brake, Hammer-Forged Rifling","High-Caliber Rounds, Ricochet Rounds","Rangefinder, Outlaw","Rampage, Under Pressure",Handling or Range,"mkb,pvp"
,,,,,,,
Cold Denial,Kinetic,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor-Piercing Rounds, Appended Mag, Extended Mag",Feeding Frenzy,"Multikill Clip, Swashbuckler, Unrelenting",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Smallbore, Chambered Compensator","Ricochet Rounds, High-Caliber Rounds","Killing Wind, Feeding Frenzy","Headseeker, Eye of the Storm, Swashbuckler",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Extended Barrel, Smallbore","High-Caliber Rounds, Ricochet Rounds","Killing Wind, Feeding Frenzy","Eye of the Storm, Swashbuckler, Headseeker",Handling or Range,"mkb,pvp"
,,,,,,,
Hailing Confusion,Kinetic,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor-Piercing Rounds, Appended Mag, Extended Mag","Outlaw, Surplus","Demolitionist, Unrelenting, Wellspring",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator, Fluted Barrel","Ricochet Rounds, High-Caliber Rounds","Firmly Planted, Outlaw, Surplus","Demolitionist, Elemental Capacitor",Stability or Handling,"controller,pvp"
,,"Extended Barrel, Arrowhead Brake, Fluted Barrel","High-Caliber Rounds, Ricochet Rounds","Firmly Planted, Outlaw, Surplus","Demolitionist, Elemental Capacitor",Handling or Range,"mkb,pvp"
,,,,,,,
Legal Action II,Kinetic,"Arrowhead Brake, Fluted Barrel","Tactical Mag, Appended Mag, Extended Mag","Feeding Frenzy, Heating Up","Frenzy, Rampage, Adrenaline Junkie",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator","Steady Rounds, Tactical Mag","Moving Target, Killing Wind, Heating Up","Rampage, Adrenaline Junkie",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","Accurized Rounds, Tactical Mag","Moving Target, Killing Wind, Heating Up","Rampage, Adrenaline Junkie",Handling or Range,"mkb,pvp"
,,,,,,,
Sacred Provenance,Kinetic,"Arrowhead Brake, Fluted Barrel","Armor-Piercing Rounds, High Caliber Rounds","Rapid Hit, Outlaw",Kill Clip,Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator","Ricochet Rounds, High-Caliber Rounds","Rapid Hit, Rangefinder, Outlaw",Kill Clip,Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","High-Caliber Rounds, Ricochet Rounds","Rapid Hit, Rangefinder, Outlaw",Kill Clip,Handling or Range,"mkb,pvp"
,,,,,,,
The Messenger,Kinetic,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor-Piercing Rounds, Appended Mag, Extended Mag","Rapid Hit, Outlaw, Heating Up","Frenzy, Kill Clip, One for All, Desperado",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator","Ricochet Rounds, High-Caliber Rounds","Rapid Hit, Moving Target, Heating Up, Killing Wind","Desperado, Kill Clip, Headseeker",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","High-Caliber Rounds, Ricochet Rounds","Rapid Hit, Moving Target, Heating Up, Killing Wind","Desperado, Kill Clip, Headseeker",Handling or Range,"mkb,pvp"
,,,,,,,
The Messenger (Adept),Kinetic,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor-Piercing Rounds, Appended Mag, Extended Mag","Rapid Hit, Outlaw, Heating Up","Frenzy, Kill Clip, One for All, Desperado",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator","Ricochet Rounds, High-Caliber Rounds","Rapid Hit, Moving Target, Heating Up, Killing Wind","Desperado, Kill Clip, Headseeker",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","High-Caliber Rounds, Ricochet Rounds","Rapid Hit, Moving Target, Heating Up, Killing Wind","Desperado, Kill Clip, Headseeker",Handling or Range,"mkb,pvp"
,,,,,,,
The Time-Worn Spire,Kinetic,"Hitmark IS, Cleanshot IS, Red Dot Micro","Armor-Piercing Rounds, Appended Mag, Extended Mag","Subsistence, Feeding Frenzy","Rampage, One for All, Vorpal Weapon",Reload,"mkb,controller,pve"
,,"Red Dot Micro, Red Dot 2 MOA, Riflescope ST","Ricochet Rounds, High-Caliber Rounds","Moving Target, Slideways","Iron Grip, Iron Gaze",Stability or Handling,"controller,pvp"
,,"Rifle Scope ST, Rifle Scope SSF, Red Dot Micro","High-Caliber Rounds, Ricochet Rounds","Moving Target, Slideways","Iron Reach, Iron Gaze, Iron Grip",Handling or Range,"mkb,pvp"
,,,,,,,
BxR-55 Battler,Solar,Arrowhead Brake,"Flared Magwell, Ricochet Rounds, Light Mag","Outlaw, Demolitionist","Kill Clip, Adrenaline Junkie, Blunt Execution Rounds",Reload,"mkb,controller,pve"
,,Arrowhead Brake,"Ricochet Rounds, Accurized Rounds, Flared Magwell","Snapshot Sights, Demolitionist, Killing Wind","Rangefinder, Kill Clip, Eye of the Storm",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","Accurized Rounds, Ricochet Rounds","Snapshot Sights, Demolitionist, Killing Wind","Rangefinder, Kill Clip, Eye of the Storm",Handling or Range,"mkb,pvp"
,,,,,,,
Darkest Before,Arc,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor-Piercing Rounds, Appended Mag, Extended Mag","Overflow, Subsistence","Rampage, One for All, Unrelenting",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator","Ricochet Rounds, High-Caliber Rounds","Slideshot, Surplus, Overflow","Elemental Capacitor, Rampage",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","High-Caliber Rounds, Ricochet Rounds","Slideshot, Surplus, Overflow","Rampage, Elemental Capacitor",Handling or Range,"mkb,pvp"
,,,,,,,
Forges Pledge,Solar,"Arrowhead Brake, Fluted Barrel, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Heating Up, Surplus, Auto-Loading Holster","Rampage, Multikill Clip, Unrelenting",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator, Smallbore","Accurized Rounds, Tactical Mag","Heating Up, Surplus, Tunnel Vision","Rampage, Multikill Clip, Snapshot Sights, Iron Grip",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","Accurized Rounds, Tactical Mag","Heating Up, Surplus, Tunnel Vision","Rampage, Multikill Clip, Snapshot Sights",Handling or Range,"mkb,pvp"
,,,,,,,
Gridskipper,Void,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor Piercing Rounds, Appended Mag, Extended Mag","Heating Up, Slideways","Frenzy, Adrenaline Junkie, Multikill Clip",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator, Smallbore","Ricochet Rounds, High-Caliber Rounds","Moving Target, Killing Wind, Heating Up, Firmly Planted","Snapshot Sights, Multikill Clip, Adrenaline Junkie",Stability or Handling,"controller,pvp"
,,"Arrowhead Brake, Extended Barrel","High-Caliber Rounds, Ricochet Rounds","Moving Target, Killing Wind, Heating Up, Firmly Planted","Snapshot Sights, Multikill Clip, Adrenaline Junkie",Handling or Range,"mkb,pvp"
,,,,,,,
Jian 7 Rifle,Arc,"SLO-12 Post, SPO-57 Front, SPO-28 Front","Armor-Piercing Rounds, Appended Mag, Extended Mag","Disruption Break, Grave Robber","Rampage, Outlaw, Dragonfly, Swashbuckler",Reload,"mkb,controller,pve"
,,"SPO-57 Front, SPO-28 Front, SRO-52 Ocular","Ricochet Rounds, High-Caliber Rounds","Firmly Planted, Disruption Break","Rangefinder, Outlaw",Stability or Handling,"controller,pvp"
,,"SRO-52 Ocular, SRO-37 Ocular, SPO-57 Front","High-Caliber Rounds, Ricochet Rounds","Firmly Planted, Disruption Break","Rangefinder, Outlaw",Handling or Range,"mkb,pvp"
,,,,,,,
Jurassic Green,Solar,"Arrowhead Brake, Fluted Barrel, Smallbore","Armor Piercing Rounds, Appended Mag, Extended Mag","Subsistence, Heating Up","Frenzy, Dragonfly, Adrenaline Junkie, Multikill Clip",Reload,"mkb,controller,pve"
,,"Arrowhead Brake, Chambered Compensator, Smallbore","Ricochet Rounds, High-Caliber Rounds","Rangefinder, Killing Wind, Heating Up","Multikill Clip, Adrenaline Junkie",Stability or Handling,"controller,pvp"
